idx,ref,rank,is_top1,is_oracle,entity_recall,cer,hotword_only_cer,total_score,asr_score,exact_score,phonetic_score,consensus_score,consensus_score_used,consensus_support,consensus_keywords,pred
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,1,True,True,1.0,0.08333333333333333,0.0,2.996099689639184,-0.3292461037635803,1.0,0.691295325756073,0.0,0.0,0,,国务院发展研究钟欣市场经济研究所副所长邓郁松认为
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,2,False,False,0.0,0.041666666666666664,0.3333333333333333,1.0,-0.17898298799991608,0.0,0.6865164041519165,0.0,0.0,0,,国务院发展研究中心市场经济研究所副所长邓玉松认为
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,3,False,False,0.0,0.041666666666666664,0.3333333333333333,0.3302030410053154,-0.37871649861335754,0.0,0.6865164041519165,0.0,0.0,0,,国务院发展研究中心市场经济研究所副所长邓预松认为
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,4,False,False,0.0,0.041666666666666664,0.3333333333333333,0.0,-0.477183073759079,0.0,0.7953336934248605,0.0,0.0,0,,国务院发展研究中心市场经济研究所副所长邓颖松认为
1,本报记者王颖春国家发改委近日发出通知,1,True,True,1.0,0.0,0.0,1.0,-0.2782494127750397,0.0,0.7331981956958771,0.0,0.0,0,,本报记者王颖春国家发改委近日发出通知
1,本报记者王颖春国家发改委近日发出通知,2,False,False,0.0,0.05555555555555555,0.3333333333333333,0.16500144496348906,-0.46415892243385315,0.0,0.7331981956958771,0.0,0.0,0,,本报记者王滢春国家发改委近日发出通知
1,本报记者王颖春国家发改委近日发出通知,3,False,False,0.0,0.1111111111111111,0.3333333333333333,0.003282389502457375,-0.5001651048660278,0.0,0.7331981956958771,0.0,0.0,0,,本报记者王莹春国加发改委近日发出通知
1,本报记者王颖春国家发改委近日发出通知,4,False,False,0.0,0.1111111111111111,0.6666666666666666,0.0,-0.5008959174156189,0.0,0.7331981956958771,0.0,0.0,0,,本报记者网营春国家发改委近日发出通知
2,新京报讯记者钟晶晶发改委昨日表示,1,True,True,1.0,0.0,0.0,3.7625,-0.36618849635124207,1.0,0.6867223978042603,0.75,0.26249999999999996,4,新京报,新京报讯记者钟晶晶发改委昨日表示
2,新京报讯记者钟晶晶发改委昨日表示,2,False,False,1.0,0.0625,0.0,3.371547280517566,-0.7002496123313904,1.0,0.6867223978042603,0.75,0.26249999999999996,4,新京报,新京报宣记者钟晶晶发改委昨日表示
2,新京报讯记者钟晶晶发改委昨日表示,3,False,False,1.0,0.0625,0.0,3.366415368868619,-0.7046347260475159,1.0,0.6867223978042603,0.75,0.26249999999999996,4,新京报,新京报逊记者钟晶晶发改委昨日表示
