idx,ref,rank,is_top1,is_oracle,entity_recall,cer,hotword_only_cer,total_score,asr_score,exact_score,phonetic_score,consensus_score,consensus_score_used,consensus_support,consensus_keywords,pred
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,1,True,False,0.0,3.9583333333333335,1.0,1.0,-1.5810546875,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentCenterfortheMarketandEconomicResearchVicePresidentDengYusongbelievesthat
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,2,False,False,0.0,4.0,1.0,0.863013698630137,-1.5908203125,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentCenterfortheMarketandEconomicResearchDeputyDirectorDengYusongbelievesthat
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,3,False,False,0.0,4.166666666666667,1.0,0.863013698630137,-1.5908203125,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentResearchCenterforMarketandEconomicResearchVicePresidentDengYusongbelievesthat
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,4,False,False,0.0,3.7916666666666665,1.0,0.3013698630136986,-1.630859375,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentCenterfortheMarketandEconomicResearchVicePresidentDengYusongsaidthat
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,5,False,False,0.0,3.7916666666666665,1.0,0.2876712328767123,-1.6318359375,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentCenterfortheMarketandEconomicResearchVicePresidentDengYusongbelieves
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,6,False,True,0.0,3.625,1.0,0.1780821917808219,-1.6396484375,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentCenterfortheMarketandEconomicResearchVicePresidentDengYusongsaid
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,7,False,False,0.0,4.0,1.0,0.1506849315068493,-1.6416015625,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentResearchCenterforMarketandEconomicResearchVicePresidentDengYusongbelieves
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,8,False,False,0.0,3.8333333333333335,1.0,0.1095890410958904,-1.64453125,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentCenterfortheMarketandEconomicResearchDeputyDirectorDengYusongbelieves
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,9,False,False,0.0,3.8333333333333335,1.0,0.0410958904109589,-1.6494140625,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentResearchCenterforMarketandEconomicResearchVicePresidentDengYusongsaid
0,国务院发展研究中心市场经济研究所副所长邓郁松认为,10,False,False,0.0,3.875,1.0,0.0,-1.65234375,0.0,0.0,0.0,0.0,0,,StateCouncilDevelopmentCenterforMarketandEconomicResearchDeputyDirectorDengYusongbelievesthat
1,本报记者王颖春国家发改委近日发出通知,1,True,False,0.0,5.444444444444445,1.0,1.0,-1.51953125,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfareoftheRepublicofChina
1,本报记者王颖春国家发改委近日发出通知,2,False,False,0.0,5.0,1.0,0.6875,-1.548828125,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfareofthecountry
1,本报记者王颖春国家发改委近日发出通知,3,False,False,0.0,5.277777777777778,1.0,0.5104166666666666,-1.5654296875,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfareoftheStateofChina
1,本报记者王颖春国家发改委近日发出通知,4,False,False,0.0,5.444444444444445,1.0,0.4791666666666667,-1.568359375,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfaretochangethecommittee
1,本报记者王颖春国家发改委近日发出通知,5,False,False,0.0,5.555555555555555,1.0,0.4791666666666667,-1.568359375,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfareoftheRepublicofChinato
1,本报记者王颖春国家发改委近日发出通知,6,False,False,0.0,5.666666666666667,1.0,0.4479166666666667,-1.5712890625,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfareoftheRepublicofChinathat
1,本报记者王颖春国家发改委近日发出通知,7,False,False,0.0,5.222222222222222,1.0,0.3125,-1.583984375,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfareoftheSpringState
1,本报记者王颖春国家发改委近日发出通知,8,False,False,0.0,5.388888888888889,1.0,0.2708333333333333,-1.587890625,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfareoftheKingdomofChina
1,本报记者王颖春国家发改委近日发出通知,9,False,False,0.0,5.333333333333333,1.0,0.23958333333333334,-1.5908203125,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfareoftheKingdomofChun
1,本报记者王颖春国家发改委近日发出通知,10,False,False,0.0,5.333333333333333,1.0,0.14583333333333334,-1.599609375,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfareoftheSpringCountry
1,本报记者王颖春国家发改委近日发出通知,11,False,True,0.0,4.333333333333333,1.0,0.0,-1.61328125,0.0,0.0,0.0,0.0,0,,ThereporterWangYingchunhasrecentlyissuedanoticetotheMinistryofHealthandWelfare
2,新京报讯记者钟晶晶发改委昨日表示,1,True,False,0.0,3.625,1.0,1.0,-1.009765625,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedherstatementyesterday
2,新京报讯记者钟晶晶发改委昨日表示,2,False,True,0.0,3.1875,1.0,0.7182320441988951,-1.0595703125,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedhermindandsaid
2,新京报讯记者钟晶晶发改委昨日表示,3,False,False,0.0,3.75,1.0,0.6353591160220995,-1.07421875,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedhermindyesterdayandsaid
2,新京报讯记者钟晶晶发改委昨日表示,4,False,False,0.0,3.75,1.0,0.5027624309392266,-1.09765625,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedherpostyesterdayandsaid
2,新京报讯记者钟晶晶发改委昨日表示,5,False,False,0.0,4.0625,1.0,0.4696132596685083,-1.103515625,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedherstatementyesterdayandsaid
2,新京报讯记者钟晶晶发改委昨日表示,6,False,False,0.0,4.0,1.0,0.44751381215469616,-1.107421875,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedhermindandsaidyesterdaythat
2,新京报讯记者钟晶晶发改委昨日表示,7,False,False,0.0,3.75,1.0,0.3812154696132597,-1.119140625,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedhermindandsaidyesterday
2,新京报讯记者钟晶晶发改委昨日表示,8,False,False,0.0,3.625,1.0,0.35911602209944754,-1.123046875,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingwrotetothecommitteeyesterday
2,新京报讯记者钟晶晶发改委昨日表示,9,False,False,0.0,4.0,1.0,0.30939226519337015,-1.1318359375,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedhermindyesterdayandsaidthat
2,新京报讯记者钟晶晶发改委昨日表示,10,False,False,0.0,3.1875,1.0,0.27624309392265195,-1.1376953125,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedherpostandsaid
2,新京报讯记者钟晶晶发改委昨日表示,11,False,False,0.0,4.0,1.0,0.19337016574585636,-1.15234375,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedherstatementyesterdaysaying
2,新京报讯记者钟晶晶发改委昨日表示,12,False,False,0.0,4.0,1.0,0.16574585635359115,-1.1572265625,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedherpostyesterdayandsaidthat
2,新京报讯记者钟晶晶发改委昨日表示,13,False,False,0.0,4.3125,1.0,0.15469613259668508,-1.1591796875,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedherstatementyesterdayandsaidthat
2,新京报讯记者钟晶晶发改委昨日表示,14,False,False,0.0,3.75,1.0,0.0,-1.1865234375,0.0,0.0,0.0,0.0,0,,NewspaperreporterZhongJingjingchangedherpostandsaidyesterday
3,此次以16700000000美元收购拓朗,1,True,False,0.0,2.4,1.0,1.0,-1.80078125,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenusedtobuyTuolang
3,此次以16700000000美元收购拓朗,2,False,False,0.0,2.5,1.0,0.8563218390804598,-1.8251953125,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenacquiredbyTuolumne
3,此次以16700000000美元收购拓朗,3,False,False,0.0,2.4,1.0,0.764367816091954,-1.8408203125,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenusedtobuyTuolung
3,此次以16700000000美元收购拓朗,4,False,False,0.0,2.2,1.0,0.7471264367816092,-1.84375,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarswereusedtobuyTuolang
3,此次以16700000000美元收购拓朗,5,False,False,0.0,2.45,1.0,0.7183908045977011,-1.8486328125,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenacquiredbyTuolang
3,此次以16700000000美元收购拓朗,6,False,False,0.0,2.4,1.0,0.7068965517241379,-1.8505859375,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenusedtobuyTuolong
3,此次以16700000000美元收购拓朗,7,False,False,0.0,2.6,1.0,0.6896551724137931,-1.853515625,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenusedtoacquireTuolang
3,此次以16700000000美元收购拓朗,8,False,False,0.0,2.65,1.0,0.6206896551724138,-1.865234375,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenusedtopurchaseTuolang
3,此次以16700000000美元收购拓朗,9,False,False,0.0,2.45,1.0,0.47126436781609193,-1.890625,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenacquiredbyTuolong
3,此次以16700000000美元收购拓朗,10,False,False,0.0,2.2,1.0,0.45977011494252873,-1.892578125,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarswereusedtobuyTuolung
3,此次以16700000000美元收购拓朗,11,False,False,0.0,2.2,1.0,0.43103448275862066,-1.8974609375,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarswereusedtobuyTuolong
3,此次以16700000000美元收购拓朗,12,False,False,0.0,2.45,1.0,0.40804597701149425,-1.9013671875,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenacquiredbyTuolung
3,此次以16700000000美元收购拓朗,13,False,False,0.0,2.6,1.0,0.40804597701149425,-1.9013671875,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenusedtoacquireTuolong
3,此次以16700000000美元收购拓朗,14,False,False,0.0,2.6,1.0,0.3793103448275862,-1.90625,0.0,0.0,0.0,0.0,0,,Thistime167billionUSdollarshavebeenusedtoacquireTuolung
3,此次以16700000000美元收购拓朗,15,False,True,0.0,1.6,1.0,0.0,-1.970703125,0.0,0.0,0.0,0.0,0,,thistimewith$167billiontobuyTuolang
4,拓朗的主打产品是现场可编程门阵列芯片,1,True,False,0.0,3.7222222222222223,1.0,1.0,-1.5390625,0.0,0.0,0.0,0.0,0,,andthemainproductofTuolangistheauthenticchipthatcanbemadeatthescene
4,拓朗的主打产品是现场可编程门阵列芯片,2,False,False,0.0,3.6666666666666665,1.0,0.8828125,-1.5537109375,0.0,0.0,0.0,0.0,0,,andthemainproductofTuolangistheauthenticchipthatcanbemadeatthesite
4,拓朗的主打产品是现场可编程门阵列芯片,3,False,False,0.0,3.5555555555555554,1.0,0.671875,-1.580078125,0.0,0.0,0.0,0.0,0,,themainproductofTuolangistheauthenticchipthatcanbemadeatthescene
4,拓朗的主打产品是现场可编程门阵列芯片,4,False,False,0.0,3.7222222222222223,1.0,0.671875,-1.580078125,0.0,0.0,0.0,0.0,0,,andthemainproductofTuolongistheauthenticchipthatcanbemadeatthescene
4,拓朗的主打产品是现场可编程门阵列芯片,5,False,True,0.0,3.5,1.0,0.5546875,-1.5947265625,0.0,0.0,0.0,0.0,0,,themainproductofTuolangistheauthenticchipthatcanbemadeatthesite
4,拓朗的主打产品是现场可编程门阵列芯片,6,False,False,0.0,3.6666666666666665,1.0,0.5234375,-1.5986328125,0.0,0.0,0.0,0.0,0,,andthemainproductofTuolongistheauthenticchipthatcanbemadeatthesite
4,拓朗的主打产品是现场可编程门阵列芯片,7,False,False,0.0,3.5555555555555554,1.0,0.515625,-1.599609375,0.0,0.0,0.0,0.0,0,,ThemainproductofTuolangistheauthenticchipthatcanbemadeatthescene
4,拓朗的主打产品是现场可编程门阵列芯片,8,False,False,0.0,3.6666666666666665,1.0,0.46875,-1.60546875,0.0,0.0,0.0,0.0,0,,andthemainproductofTuolangistheauthenticchipthatcanbemadeonthespot
4,拓朗的主打产品是现场可编程门阵列芯片,9,False,False,0.0,3.5,1.0,0.4375,-1.609375,0.0,0.0,0.0,0.0,0,,ThemainproductofTuolangistheauthenticchipthatcanbemadeatthesite
4,拓朗的主打产品是现场可编程门阵列芯片,10,False,False,0.0,3.5,1.0,0.1484375,-1.6455078125,0.0,0.0,0.0,0.0,0,,themainproductofTuolangistheauthenticchipthatcanbemadeonthespot
4,拓朗的主打产品是现场可编程门阵列芯片,11,False,False,0.0,3.6666666666666665,1.0,0.125,-1.6484375,0.0,0.0,0.0,0.0,0,,andthemainproductofTuolongistheauthenticchipthatcanbemadeonthespot
4,拓朗的主打产品是现场可编程门阵列芯片,12,False,False,0.0,3.7222222222222223,1.0,0.0625,-1.65625,0.0,0.0,0.0,0.0,0,,themainproductofTuolangistheauthenticchipthatcanbemadeatthesceneThe
4,拓朗的主打产品是现场可编程门阵列芯片,13,False,False,0.0,3.5,1.0,0.0234375,-1.6611328125,0.0,0.0,0.0,0.0,0,,ThemainproductofTuolangistheauthenticchipthatcanbemadeonthespot
4,拓朗的主打产品是现场可编程门阵列芯片,14,False,False,0.0,3.6666666666666665,1.0,0.015625,-1.662109375,0.0,0.0,0.0,0.0,0,,themainproductofTuolangistheauthenticchipthatcanbemadeatthesiteThe
4,拓朗的主打产品是现场可编程门阵列芯片,15,False,False,0.0,3.7222222222222223,1.0,0.0,-1.6640625,0.0,0.0,0.0,0.0,0,,ThemainproductofTuolangistheauthenticchipthatcanbemadeatthesceneThe
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,1,True,False,0.0,2.5652173913043477,1.0,1.0,-1.595703125,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKershawsaidinastatement
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,2,False,False,0.0,3.739130434782609,1.0,0.875,-1.6015625,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKerrsaidinastatementattheZarnichesscompetitionthat
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,3,False,False,0.0,2.9130434782608696,1.0,0.7708333333333334,-1.6064453125,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKerrsaidinastatementattheChiesa
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,4,False,False,0.0,3.5652173913043477,1.0,0.5625,-1.6162109375,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKerrsaidinastatementattheZarnichesscompetition
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,5,False,False,0.0,3.4347826086956523,1.0,0.4583333333333333,-1.62109375,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKerrsaidinastatementattheZarnichessgamethat
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,6,False,False,0.0,2.739130434782609,1.0,0.4375,-1.6220703125,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKershawsaidinastatementthat
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,7,False,False,0.0,3.5217391304347827,1.0,0.125,-1.63671875,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKerrsaidinastatementattheZarnichesstournament
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,8,False,False,0.0,2.9565217391304346,1.0,0.10416666666666667,-1.6376953125,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKerrsaidinastatementattheChesire
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,9,False,False,0.0,3.0869565217391304,1.0,0.10416666666666667,-1.6376953125,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKershawsaidinastatementattheChesire
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,10,False,False,0.0,3.5652173913043477,1.0,0.0625,-1.6396484375,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKerrsaidinastatementattheZanyichesscompetition
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,11,False,True,0.0,2.260869565217391,1.0,0.041666666666666664,-1.640625,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofIntelBrianKershawsaidinastatement
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,12,False,False,0.0,3.260869565217391,1.0,0.041666666666666664,-1.640625,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKerrsaidinastatementattheZarnichessgame
5,英特尔首席执行官布赖恩克尔扎尼奇在一份声明中说,13,False,False,0.0,2.869565217391304,1.0,0.0,-1.642578125,0.0,0.0,0.0,0.0,0,,thechiefexecutiveofficerofIntelBrianKershawsaidinastatementthatthe
6,合并拓朗之后将推出新的产品,1,True,True,0.0,14.615384615384615,1.0,1.0,-1.09765625,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallyourquestionsSeeyouinthenextvideo
6,合并拓朗之后将推出新的产品,2,False,False,0.0,15.384615384615385,1.0,0.9736842105263158,-1.0986328125,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionsorcommentspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallyourquestionsSeeyouinthenextvideo
6,合并拓朗之后将推出新的产品,3,False,False,0.0,15.538461538461538,1.0,0.9473684210526315,-1.099609375,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionsorcommentspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallofyourquestionsSeeyouinthenextvideo
6,合并拓朗之后将推出新的产品,4,False,False,0.0,14.76923076923077,1.0,0.9210526315789473,-1.1005859375,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallofyourquestionsSeeyouinthenextvideo
6,合并拓朗之后将推出新的产品,5,False,False,0.0,15.846153846153847,1.0,0.5526315789473685,-1.1142578125,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionsorcommentspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallyourquestionsSeeyouinthenextvideoByebye
6,合并拓朗之后将推出新的产品,6,False,False,0.0,16.0,1.0,0.5526315789473685,-1.1142578125,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionsorcommentspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallofyourquestionsSeeyouinthenextvideoByebye
6,合并拓朗之后将推出新的产品,7,False,False,0.0,15.076923076923077,1.0,0.5263157894736842,-1.115234375,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallyourquestionsSeeyouinthenextvideoByebye
6,合并拓朗之后将推出新的产品,8,False,False,0.0,15.23076923076923,1.0,0.47368421052631576,-1.1171875,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallofyourquestionsSeeyouinthenextvideoByebye
6,合并拓朗之后将推出新的产品,9,False,False,0.0,15.923076923076923,1.0,0.34210526315789475,-1.1220703125,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallyourquestionsSeeyouinthenextvideoThanksforwatching
6,合并拓朗之后将推出新的产品,10,False,False,0.0,14.846153846153847,1.0,0.0,-1.134765625,0.0,0.0,0.0,0.0,0,,ThenewproductwillbereleasedafterthemergerThankyouforwatchingthevideoIfyouhaveanyquestionspleasefeelfreetoasktheminthecommentssectionIwilltrymybesttoanswerallyourquestionsSeeyouinthenextvideoBye
7,高德纳咨询公司分析师马克黄说,1,True,False,0.0,3.5,1.0,1.0,-1.84765625,0.0,0.0,0.0,0.0,0,,saidMarkHuangananalystattheGoudaConsultingCompany
7,高德纳咨询公司分析师马克黄说,2,False,False,0.0,3.7857142857142856,1.0,0.5909090909090909,-1.9619140625,0.0,0.0,0.0,0.0,0,,saidMarkHuangananalystattheGoudaConsultingCorporation
7,高德纳咨询公司分析师马克黄说,3,False,False,0.0,3.5,1.0,0.43356643356643354,-2.005859375,0.0,0.0,0.0,0.0,0,,saidMarkHuangananalystattheGoudaConsultingcompany
